Hand Direction_X,Hand Direction_Y,Hand Direction_Z,THUMB_X,THUMB_Y,THUMB_Z,INDEX_X,INDEX_Y,INDEX_Z,MIDDLE_X,MIDDLE_Y,MIDDLE_Z,RING_X,RING_Y,RING_Z,PINKY_X,PINKY_Y,PINKY_Z,RESULT
0.11363249,-0.87481624,-0.47093967,0.286194,-0.9553328,-0.07370347,-0.30488202,-0.5235324,0.7955883,-0.094489776,0.6636724,0.74203146,-0.017022561,0.6645375,0.747061,0.08892441,0.522048,0.84826785,0
0.113506794,-0.8744815,-0.4715913,0.28875646,-0.9545843,-0.07340643,-0.30669448,-0.5219676,0.7959198,-0.09503834,0.66387343,0.7417815,-0.017309971,0.66387427,0.7476438,0.08851421,0.5210327,0.8489347,0
0.112972565,-0.87432235,-0.47201446,0.29074895,-0.9540378,-0.0726425,-0.3085046,-0.5217487,0.79536355,-0.09521347,0.6638908,0.7417435,-0.017241303,0.6630981,0.7483339,0.08832243,0.51976156,0.84973353,0
0.11231201,-0.8739516,-0.47285783,0.2913956,-0.9538598,-0.07238807,-0.31089458,-0.52080387,0.7950522,-0.09455088,0.66308993,0.7425442,-0.016611168,0.6618244,0.7494748,0.08883376,0.51810896,0.85068893,0
0.11160064,-0.8735738,-0.47372374,0.29144493,-0.95386547,-0.0721144,-0.31345066,-0.51935697,0.79499495,-0.093486324,0.6612853,0.7442863,-0.015750183,0.66011244,0.75100166,0.08986021,0.5161434,0.8517753,0
0.111039214,-0.8728241,-0.4752351,0.2909694,-0.953966,-0.072702184,-0.3172929,-0.5182301,0.7942058,-0.09232207,0.65799063,0.74734527,-0.014974989,0.6573881,0.75340337,0.091310516,0.51305836,0.8534832,0
0.11064251,-0.8722097,-0.476454,0.289745,-0.95430183,-0.0731834,-0.3201589,-0.518105,0.79313654,-0.09142863,0.6542679,0.75071585,-0.014587023,0.65476817,0.755689,0.09271228,0.5101096,0.855098,0
0.11003563,-0.8718769,-0.4772032,0.28737316,-0.9550118,-0.07327441,-0.32248858,-0.5192181,0.791463,-0.09043563,0.65088814,0.7537679,-0.014129236,0.65288115,0.75732857,0.09411255,0.50785846,0.8562842,0
0.10935699,-0.87178874,-0.47752005,0.28354475,-0.9561682,-0.073108375,-0.32387424,-0.5208491,0.78982383,-0.089475155,0.64737767,0.7568991,-0.013762839,0.6512798,0.7587128,0.09551872,0.5060837,0.85717875,0
0.108861044,-0.8719831,-0.47727847,0.28005803,-0.9572468,-0.07242969,-0.32366142,-0.52326286,0.7883142,-0.088873275,0.64427775,0.75961024,-0.01355114,0.65019983,0.75964236,0.09680926,0.5050331,0.8576535,0
0.1083385,-0.87227255,-0.47686833,0.2764816,-0.95836294,-0.07140308,-0.32356918,-0.525362,0.7869547,-0.08795283,0.64178497,0.76182437,-0.013209815,0.6495852,0.76017404,0.097986214,0.5045317,0.85781497,0
0.10806167,-0.8725045,-0.47650665,0.27321526,-0.959378,-0.07033718,-0.32287848,-0.5284587,0.785163,-0.08766152,0.64000523,0.76335365,-0.013260791,0.6494383,0.7602986,0.09858677,0.50459296,0.85771006,0
0.10798493,-0.87254095,-0.47645727,0.27084726,-0.96010417,-0.06958299,-0.32188773,-0.5319313,0.78322244,-0.08747761,0.6382487,0.76484394,-0.013332103,0.6490686,0.760613,0.09914677,0.50449723,0.85770184,0
